Hồ chứa,LVS/Hồ/Ngày/Giờ,thoi_gian,Lưu vực sông,Mực nước hồ (m),Lưu lượng đến hồ (m³/s),Tổng lưu lượng xả (m³/s)[Yêu cầu],Tổng lưu lượng xả (m³/s)[Thực tế],Tổng lưu lượng xả (m³/s)[+/-],Dòng chảy tối thiểu (m³/s)[Yêu cầu],Dòng chảy tối thiểu (m³/s)[Thực tế],Dòng chảy tối thiểu (m³/s)[+/-],Thời gian xả (Giờ)[Yêu cầu],Thời gian xả (Giờ)[Thực tế],Thời gian xả (Giờ)[+/-],Thực Hiện
Hòa Bình,17,19/10/2020,Hồng,116.24,1608,300,2158,1858,--,0,--,--,--,--,Đúng
Hòa Bình,18,19/10/2020,Hồng,116.24,2178,300,2158,1858,--,0,--,--,--,--,Đúng
Hòa Bình,19,19/10/2020,Hồng,116.26,3318,300,2158,1858,--,0,--,--,--,--,Đúng
Hòa Bình,20,19/10/2020,Hồng,116.28,3318,300,2158,1858,--,0,--,--,--,--,Đúng
Hòa Bình,21,19/10/2020,Hồng,116.30,3318,300,2158,1858,--,0,--,--,--,--,Đúng
Hòa Bình,22,19/10/2020,Hồng,116.32,3318,300,2158,1858,--,0,--,--,--,--,Đúng
Hòa Bình,23,19/10/2020,Hồng,116.34,3318,300,2158,1858,--,0,--,--,--,--,Đúng
Hòa Bình,0,20/10/2020,Hồng,116.36,3317,300,2157,1857,--,0,--,--,--,--,Đúng
Hòa Bình,1,20/10/2020,Hồng,116.38,3317,300,2157,1857,--,0,--,--,--,--,Đúng
Hòa Bình,2,20/10/2020,Hồng,116.39,2747,300,2157,1857,--,0,--,--,--,--,Đúng
Hòa Bình,3,20/10/2020,Hồng,116.38,1607,300,2157,1857,--,0,--,--,--,--,Đúng
Hòa Bình,4,20/10/2020,Hồng,116.37,1607,300,2157,1857,--,0,--,--,--,--,Đúng
Hòa Bình,5,20/10/2020,Hồng,116.35,1037,300,2157,1857,--,0,--,--,--,--,Đúng
Hòa Bình,6,20/10/2020,Hồng,116.32,467,300,2158,1858,--,0,--,--,--,--,Đúng
Hòa Bình,7,20/10/2020,Hồng,116.29,468,300,2158,1858,--,0,--,--,--,--,Đúng
Hòa Bình,8,20/10/2020,Hồng,116.26,468,300,2159,1859,--,0,--,--,--,--,Đúng
Hòa Bình,9,20/10/2020,Hồng,116.23,469,300,2159,1859,--,0,--,--,--,--,Đúng
Hòa Bình,10,20/10/2020,Hồng,116.22,1609,300,2159,1859,--,0,--,--,--,--,Đúng
Hòa Bình,11,20/10/2020,Hồng,116.23,2749,300,2159,1859,--,0,--,--,--,--,Đúng
Hòa Bình,12,20/10/2020,Hồng,116.25,2709,300,1550,1250,--,0,--,--,--,--,Đúng
Hòa Bình,13,20/10/2020,Hồng,116.28,2991,300,1261,961,--,0,--,--,--,--,Đúng
Hòa Bình,14,20/10/2020,Hồng,116.29,2459,300,1869,1569,--,0,--,--,--,--,Đúng
Hòa Bình,15,20/10/2020,Hồng,116.29,2179,300,2159,1859,--,0,--,--,--,--,Đúng
Hòa Bình,16,20/10/2020,Hồng,116.28,1611,300,2161,1861,--,0,--,--,--,--,Đúng
Hòa Bình,17,20/10/2020,Hồng,116.27,1611,300,2161,1861,--,0,--,--,--,--,Đúng
Hòa Bình,18,20/10/2020,Hồng,116.27,2181,300,2161,1861,--,0,--,--,--,--,Đúng
Hòa Bình,19,20/10/2020,Hồng,116.28,2751,300,2161,1861,--,0,--,--,--,--,Đúng
Hòa Bình,20,20/10/2020,Hồng,116.29,2751,300,2161,1861,--,0,--,--,--,--,Đúng
Hòa Bình,21,20/10/2020,Hồng,116.30,2751,300,2161,1861,--,0,--,--,--,--,Đúng
Hòa Bình,22,20/10/2020,Hồng,116.31,2751,300,2161,1861,--,0,--,--,--,--,Đúng
Hòa Bình,23,20/10/2020,Hồng,116.32,2749,300,2160,1860,--,0,--,--,--,--,Đúng
Hòa Bình,0,21/10/2020,Hồng,116.33,2441,300,1851,1551,--,0,--,--,--,--,Đúng
Hòa Bình,1,21/10/2020,Hồng,116.35,2491,300,1331,1031,--,0,--,--,--,--,Đúng
Hòa Bình,2,21/10/2020,Hồng,116.38,2795,300,1065,765,--,0,--,--,--,--,Đúng
Hòa Bình,3,21/10/2020,Hồng,116.40,2392,300,1233,933,--,0,--,--,--,--,Đúng
Hòa Bình,4,21/10/2020,Hồng,116.42,2101,300,941,641,--,0,--,--,--,--,Đúng
Hòa Bình,5,21/10/2020,Hồng,116.43,1536,300,946,646,--,0,--,--,--,--,Đúng
Hòa Bình,6,21/10/2020,Hồng,116.42,1252,300,1802,1502,--,0,--,--,--,--,Đúng
Hòa Bình,7,21/10/2020,Hồng,116.41,1599,300,2149,1849,--,0,--,--,--,--,Đúng
Hòa Bình,8,21/10/2020,Hồng,116.40,1601,300,2152,1852,--,0,--,--,--,--,Đúng
Hòa Bình,9,21/10/2020,Hồng,116.40,2173,300,2153,1853,--,0,--,--,--,--,Đúng
Hòa Bình,10,21/10/2020,Hồng,116.41,2744,300,2154,1854,--,0,--,--,--,--,Đúng
Hòa Bình,11,21/10/2020,Hồng,116.42,2745,300,2155,1855,--,0,--,--,--,--,Đúng
Hòa Bình,12,21/10/2020,Hồng,116.44,3315,300,2155,1855,--,0,--,--,--,--,Đúng
Hòa Bình,13,21/10/2020,Hồng,116.45,2745,300,2155,1855,--,0,--,--,--,--,Đúng
Hòa Bình,14,21/10/2020,Hồng,116.45,2175,300,2155,1855,--,0,--,--,--,--,Đúng
Hòa Bình,15,21/10/2020,Hồng,116.45,2174,300,2154,1854,--,0,--,--,--,--,Đúng
Hòa Bình,16,21/10/2020,Hồng,116.45,2173,300,2153,1853,--,0,--,--,--,--,Đúng
Hòa Bình,17,21/10/2020,Hồng,116.45,2174,300,2154,1854,--,0,--,--,--,--,Đúng
Hòa Bình,18,21/10/2020,Hồng,116.46,2744,300,2154,1854,--,0,--,--,--,--,Đúng
Hòa Bình,19,21/10/2020,Hồng,116.47,2746,300,2156,1856,--,0,--,--,--,--,Đúng
Hòa Bình,20,21/10/2020,Hồng,116.47,2176,300,2156,1856,--,0,--,--,--,--,Đúng
Hòa Bình,21,21/10/2020,Hồng,116.48,2746,300,2156,1856,--,0,--,--,--,--,Đúng
Hòa Bình,23,21/10/2020,Hồng,116.50,2746,300,2156,1856,--,0,--,--,--,--,Đúng
Hòa Bình,1,22/10/2020,Hồng,116.52,2745,300,2156,1856,--,0,--,--,--,--,Đúng
Hòa Bình,3,22/10/2020,Hồng,116.54,2745,300,2155,1855,--,0,--,--,--,--,Đúng
Hòa Bình,5,22/10/2020,Hồng,116.54,2175,300,2155,1855,--,0,--,--,--,--,Đúng
Hòa Bình,7,22/10/2020,Hồng,116.53,1890,300,2155,1855,--,0,--,--,--,--,Đúng
Hòa Bình,9,22/10/2020,Hồng,116.54,2460,300,2155,1855,--,0,--,--,--,--,Đúng
Hòa Bình,11,22/10/2020,Hồng,116.55,2461,300,2156,1856,--,0,--,--,--,--,Đúng
Hòa Bình,13,22/10/2020,Hồng,116.56,2461,300,2156,1856,--,0,--,--,--,--,Đúng
Hòa Bình,15,22/10/2020,Hồng,116.56,2176,300,2156,1856,--,0,--,--,--,--,Đúng
Hòa Bình,17,22/10/2020,Hồng,116.54,1606,300,2156,1856,--,0,--,--,--,--,Đúng
Hòa Bình,19,22/10/2020,Hồng,116.56,2746,300,2156,1856,--,0,--,--,--,--,Đúng
Hòa Bình,21,22/10/2020,Hồng,116.58,2745,300,2156,1856,--,0,--,--,--,--,Đúng
Hòa Bình,23,22/10/2020,Hồng,116.59,2460,300,2155,1855,--,0,--,--,--,--,Đúng
Hòa Bình,1,23/10/2020,Hồng,116.61,2745,300,2155,1855,--,0,--,--,--,--,Đúng
Hòa Bình,3,23/10/2020,Hồng,116.62,2460,300,2155,1855,--,0,--,--,--,--,Đúng
Hòa Bình,5,23/10/2020,Hồng,116.60,1605,300,2155,1855,--,0,--,--,--,--,Đúng
Hòa Bình,7,23/10/2020,Hồng,116.57,1320,300,2155,1855,--,0,--,--,--,--,Đúng
Hòa Bình,9,23/10/2020,Hồng,116.56,1891,300,2156,1856,--,0,--,--,--,--,Đúng
Hòa Bình,11,23/10/2020,Hồng,116.57,2460,300,2156,1856,--,0,--,--,--,--,Đúng
Hòa Bình,13,23/10/2020,Hồng,116.57,2175,300,2155,1855,--,0,--,--,--,--,Đúng
Hòa Bình,17,23/10/2020,Hồng,116.56,2176,300,2156,1856,--,0,--,--,--,--,Đúng
Hòa Bình,19,23/10/2020,Hồng,116.57,2460,300,2156,1856,--,0,--,--,--,--,Đúng
Hòa Bình,21,23/10/2020,Hồng,116.58,2460,300,2155,1855,--,0,--,--,--,--,Đúng
Hòa Bình,23,23/10/2020,Hồng,116.58,2175,300,2155,1855,--,0,--,--,--,--,Đúng
Hòa Bình,1,24/10/2020,Hồng,116.59,2460,300,2155,1855,--,0,--,--,--,--,Đúng
Hòa Bình,3,24/10/2020,Hồng,116.60,2460,300,2155,1855,--,0,--,--,--,--,Đúng
Hòa Bình,5,24/10/2020,Hồng,116.60,2175,300,2155,1855,--,0,--,--,--,--,Đúng
Hòa Bình,7,24/10/2020,Hồng,116.61,2460,300,2155,1855,--,0,--,--,--,--,Đúng
Hòa Bình,9,24/10/2020,Hồng,116.62,2460,300,2155,1855,--,0,--,--,--,--,Đúng
Hòa Bình,11,24/10/2020,Hồng,116.64,2744,300,2155,1855,--,0,--,--,--,--,Đúng
Hòa Bình,13,24/10/2020,Hồng,116.65,2459,300,2154,1854,--,0,--,--,--,--,Đúng
Hòa Bình,15,24/10/2020,Hồng,116.66,2459,300,2154,1854,--,0,--,--,--,--,Đúng
Hòa Bình,17,24/10/2020,Hồng,116.67,2459,300,2154,1854,--,0,--,--,--,--,Đúng
Hòa Bình,19,24/10/2020,Hồng,116.68,2459,300,2154,1854,--,0,--,--,--,--,Đúng
Hòa Bình,21,24/10/2020,Hồng,116.69,2459,300,2154,1854,--,0,--,--,--,--,Đúng
Hòa Bình,23,24/10/2020,Hồng,116.70,2458,300,2153,1853,--,0,--,--,--,--,Đúng
Hòa Bình,1,25/10/2020,Hồng,116.72,2743,300,2153,1853,--,0,--,--,--,--,Đúng
Hòa Bình,3,25/10/2020,Hồng,116.73,2458,300,2153,1853,--,0,--,--,--,--,Đúng
Hòa Bình,5,25/10/2020,Hồng,116.74,2458,300,2153,1853,--,0,--,--,--,--,Đúng
Hòa Bình,7,25/10/2020,Hồng,116.75,2458,300,2153,1853,--,0,--,--,--,--,Đúng
Hòa Bình,9,25/10/2020,Hồng,116.77,2742,300,2153,1853,--,0,--,--,--,--,Đúng
Hòa Bình,11,25/10/2020,Hồng,116.77,2172,300,2152,1852,--,0,--,--,--,--,Đúng
Hòa Bình,13,25/10/2020,Hồng,116.75,1603,300,2153,1853,--,0,--,--,--,--,Đúng
Hòa Bình,17,25/10/2020,Hồng,116.70,1033,300,2153,1853,--,0,--,--,--,--,Đúng
Hòa Bình,19,25/10/2020,Hồng,116.67,1318,300,2154,1854,--,0,--,--,--,--,Đúng
Hòa Bình,21,25/10/2020,Hồng,116.68,2459,300,2154,1854,--,0,--,--,--,--,Đúng
Hòa Bình,23,25/10/2020,Hồng,116.68,2174,300,2154,1854,--,0,--,--,--,--,Đúng
Hòa Bình,1,26/10/2020,Hồng,116.68,2039,300,2019,1719,--,0,--,--,--,--,Đúng
Hòa Bình,3,26/10/2020,Hồng,116.67,1294,300,1559,1259,--,0,--,--,--,--,Đúng
Hòa Bình,5,26/10/2020,Hồng,116.65,846,300,1396,1096,--,0,--,--,--,--,Đúng
Hòa Bình,7,26/10/2020,Hồng,116.62,1020,300,1855,1555,--,0,--,--,--,--,Đúng
Hòa Bình,9,26/10/2020,Hồng,116.61,1882,300,2148,1848,--,0,--,--,--,--,Đúng
Hòa Bình,11,26/10/2020,Hồng,116.62,2453,300,2148,1848,--,0,--,--,--,--,Đúng
Hòa Bình,13,26/10/2020,Hồng,116.64,2738,300,2148,1848,--,0,--,--,--,--,Đúng
Hòa Bình,15,26/10/2020,Hồng,116.66,2737,300,2147,1847,--,0,--,--,--,--,Đúng
Hòa Bình,17,26/10/2020,Hồng,116.66,2167,300,2147,1847,--,0,--,--,--,--,Đúng
Hòa Bình,19,26/10/2020,Hồng,116.69,3022,300,2147,1847,--,0,--,--,--,--,Đúng
Hòa Bình,21,26/10/2020,Hồng,116.71,2736,300,2146,1846,--,0,--,--,--,--,Đúng
Hòa Bình,23,26/10/2020,Hồng,116.72,2451,300,2146,1846,--,0,--,--,--,--,Đúng
Hòa Bình,1,27/10/2020,Hồng,116.73,2451,300,2146,1846,--,0,--,--,--,--,Đúng
Hòa Bình,3,27/10/2020,Hồng,116.75,2735,300,2146,1846,--,0,--,--,--,--,Đúng
Hòa Bình,5,27/10/2020,Hồng,116.73,1596,300,2146,1846,--,0,--,--,--,--,Đúng
Hòa Bình,7,27/10/2020,Hồng,116.69,1030,300,2150,1850,--,0,--,--,--,--,Đúng
Hòa Bình,9,27/10/2020,Hồng,116.67,1601,300,2151,1851,--,0,--,--,--,--,Đúng
Hòa Bình,11,27/10/2020,Hồng,116.66,1886,300,2152,1852,--,0,--,--,--,--,Đúng
Hòa Bình,13,27/10/2020,Hồng,116.67,2456,300,2151,1851,--,0,--,--,--,--,Đúng
Hòa Bình,15,27/10/2020,Hồng,116.68,2457,300,2152,1852,--,0,--,--,--,--,Đúng
Hòa Bình,17,27/10/2020,Hồng,116.69,2458,300,2153,1853,--,0,--,--,--,--,Đúng
Hòa Bình,19,27/10/2020,Hồng,116.72,3028,300,2153,1853,--,0,--,--,--,--,Đúng
Hòa Bình,21,27/10/2020,Hồng,116.74,2742,300,2152,1852,--,0,--,--,--,--,Đúng
Hòa Bình,23,27/10/2020,Hồng,116.74,2172,300,2152,1852,--,0,--,--,--,--,Đúng
Hòa Bình,1,28/10/2020,Hồng,116.75,2457,300,2152,1852,--,0,--,--,--,--,Đúng
Hòa Bình,3,28/10/2020,Hồng,116.74,1887,300,2152,1852,--,0,--,--,--,--,Đúng
Hòa Bình,5,28/10/2020,Hồng,116.70,1003,300,2153,1853,--,0,--,--,--,--,Đúng
Hòa Bình,7,28/10/2020,Hồng,116.65,748,300,2153,1853,--,0,--,--,--,--,Đúng
Hòa Bình,9,28/10/2020,Hồng,116.61,1318,300,2154,1854,--,0,--,--,--,--,Đúng
Hòa Bình,11,28/10/2020,Hồng,116.61,2174,300,2154,1854,--,0,--,--,--,--,Đúng
Hòa Bình,13,28/10/2020,Hồng,116.61,2174,300,2154,1854,--,0,--,--,--,--,Đúng
Hòa Bình,15,28/10/2020,Hồng,116.61,2174,300,2154,1854,--,0,--,--,--,--,Đúng
Hòa Bình,17,28/10/2020,Hồng,116.62,2459,300,2154,1854,--,0,--,--,--,--,Đúng
Hòa Bình,19,28/10/2020,Hồng,116.64,2743,300,2154,1854,--,0,--,--,--,--,Đúng
Hòa Bình,21,28/10/2020,Hồng,116.65,2458,300,2154,1854,--,0,--,--,--,--,Đúng
Hòa Bình,23,28/10/2020,Hồng,116.66,2458,300,2153,1853,--,0,--,--,--,--,Đúng
Hòa Bình,1,29/10/2020,Hồng,116.68,2356,300,1766,1466,--,0,--,--,--,--,Đúng
Hòa Bình,3,29/10/2020,Hồng,116.64,436,300,1556,1256,--,0,--,--,--,--,Đúng
Hòa Bình,5,29/10/2020,Hồng,116.60,222,300,1342,1042,--,0,--,--,--,--,Đúng
Hòa Bình,7,29/10/2020,Hồng,116.56,432,300,1552,1252,--,0,--,--,--,--,Đúng
Hòa Bình,9,29/10/2020,Hồng,116.50,1036,300,2156,1856,--,0,--,--,--,--,Đúng
Hòa Bình,11,29/10/2020,Hồng,116.52,2746,300,2156,1856,--,0,--,--,--,--,Đúng
Hòa Bình,13,29/10/2020,Hồng,116.56,2707,300,1547,1247,--,0,--,--,--,--,Đúng
Hòa Bình,15,29/10/2020,Hồng,116.57,1845,300,1541,1241,--,0,--,--,--,--,Đúng
Hòa Bình,17,29/10/2020,Hồng,116.52,744,300,2149,1849,--,0,--,--,--,--,Đúng
Hòa Bình,19,29/10/2020,Hồng,116.53,2459,300,2154,1854,--,0,--,--,--,--,Đúng
Hòa Bình,21,29/10/2020,Hồng,116.55,2743,300,2153,1853,--,0,--,--,--,--,Đúng
Hòa Bình,23,29/10/2020,Hồng,116.56,2458,300,2153,1853,--,0,--,--,--,--,Đúng
Hòa Bình,1,30/10/2020,Hồng,116.56,1354,300,1334,1034,--,0,--,--,--,--,Đúng
Hòa Bình,3,30/10/2020,Hồng,116.56,625,300,605,305,--,0,--,--,--,--,Đúng
Hòa Bình,5,30/10/2020,Hồng,116.54,311,300,862,562,--,0,--,--,--,--,Đúng
Hòa Bình,7,30/10/2020,Hồng,116.51,756,300,1591,1291,--,0,--,--,--,--,Đúng
Hòa Bình,9,30/10/2020,Hồng,116.47,1032,300,2152,1852,--,0,--,--,--,--,Đúng
Hòa Bình,11,30/10/2020,Hồng,116.46,1887,300,2152,1852,--,0,--,--,--,--,Đúng
Hòa Bình,13,30/10/2020,Hồng,116.45,1888,300,2153,1853,--,0,--,--,--,--,Đúng
Hòa Bình,15,30/10/2020,Hồng,116.44,1888,300,2153,1853,--,0,--,--,--,--,Đúng
Hòa Bình,17,30/10/2020,Hồng,116.40,1033,300,2153,1853,--,0,--,--,--,--,Đúng
Hòa Bình,19,30/10/2020,Hồng,116.41,2458,300,2153,1853,--,0,--,--,--,--,Đúng
Hòa Bình,21,30/10/2020,Hồng,116.43,2743,300,2153,1853,--,0,--,--,--,--,Đúng
Hòa Bình,23,30/10/2020,Hồng,116.43,2173,300,2153,1853,--,0,--,--,--,--,Đúng
Hòa Bình,1,31/10/2020,Hồng,116.42,1888,300,2153,1853,--,0,--,--,--,--,Đúng
Hòa Bình,3,31/10/2020,Hồng,116.40,1603,300,2153,1853,--,0,--,--,--,--,Đúng
Hòa Bình,5,31/10/2020,Hồng,116.36,1034,300,2154,1854,--,0,--,--,--,--,Đúng
Hòa Bình,7,31/10/2020,Hồng,116.33,1321,300,2156,1856,--,0,--,--,--,--,Đúng
Hòa Bình,9,31/10/2020,Hồng,116.32,1893,300,2158,1858,--,0,--,--,--,--,Đúng
Hòa Bình,11,31/10/2020,Hồng,116.34,2748,300,2158,1858,--,0,--,--,--,--,Đúng
Hòa Bình,13,31/10/2020,Hồng,116.35,2462,300,2157,1857,--,0,--,--,--,--,Đúng
Hòa Bình,15,31/10/2020,Hồng,116.35,2177,300,2157,1857,--,0,--,--,--,--,Đúng
Hòa Bình,17,31/10/2020,Hồng,116.33,1608,300,2158,1858,--,0,--,--,--,--,Đúng
Hòa Bình,19,31/10/2020,Hồng,116.35,2747,300,2158,1858,--,0,--,--,--,--,Đúng
Hòa Bình,21,31/10/2020,Hồng,116.36,2462,300,2158,1858,--,0,--,--,--,--,Đúng
Hòa Bình,23,31/10/2020,Hồng,116.37,2462,300,2157,1857,--,0,--,--,--,--,Đúng
Hòa Bình,1,01/11/2020,Hồng,116.39,2747,600,2157,1557,--,0,--,--,--,--,Đúng
Hòa Bình,3,01/11/2020,Hồng,116.41,2654,600,2065,1465,--,0,--,--,--,--,Đúng
Hòa Bình,5,01/11/2020,Hồng,116.37,899,600,2019,1419,--,0,--,--,--,--,Đúng
Hòa Bình,7,01/11/2020,Hồng,116.31,235,600,1926,1326,--,0,--,--,--,--,Đúng
Hòa Bình,9,01/11/2020,Hồng,116.24,40,600,1972,1372,--,0,--,--,--,--,Đúng
Hòa Bình,11,01/11/2020,Hồng,116.17,185,600,2160,1560,--,0,--,--,--,--,Đúng
Hòa Bình,13,01/11/2020,Hồng,116.13,949,600,2070,1470,--,0,--,--,--,--,Đúng
Hòa Bình,15,01/11/2020,Hồng,116.09,860,600,1980,1380,--,0,--,--,--,--,Đúng
Hòa Bình,17,01/11/2020,Hồng,116.03,381,600,2072,1472,--,0,--,--,--,--,Đúng
Hòa Bình,19,01/11/2020,Hồng,116,1327,600,2163,1563,--,0,--,--,--,--,Đúng
Hòa Bình,21,01/11/2020,Hồng,116,2183,600,2163,1563,--,0,--,--,--,--,Đúng
Hòa Bình,23,01/11/2020,Hồng,116.01,2469,600,2164,1564,--,0,--,--,--,--,Đúng
Hòa Bình,1,02/11/2020,Hồng,116,1497,600,1762,1162,--,0,--,--,--,--,Đúng
Hòa Bình,3,02/11/2020,Hồng,115.99,770,600,1033,433,--,0,--,--,--,--,Đúng
Hòa Bình,5,02/11/2020,Hồng,115.98,573,600,836,236,--,0,--,--,--,--,Đúng
Hòa Bình,7,02/11/2020,Hồng,115.94,449,600,1559,959,--,0,--,--,--,--,Đúng
Hòa Bình,9,02/11/2020,Hồng,115.87,199,600,2157,1557,--,0,--,--,--,--,Đúng
Hòa Bình,11,02/11/2020,Hồng,115.84,1333,600,2161,1561,--,0,--,--,--,--,Đúng
Hòa Bình,13,02/11/2020,Hồng,115.85,2465,600,2163,1563,--,0,--,--,--,--,Đúng
Hòa Bình,15,02/11/2020,Hồng,115.82,1335,600,2163,1563,--,0,--,--,--,--,Đúng
Hòa Bình,17,02/11/2020,Hồng,115.78,1054,600,2163,1563,--,0,--,--,--,--,Đúng
Hòa Bình,19,02/11/2020,Hồng,115.79,2466,600,2164,1564,--,0,--,--,--,--,Đúng
Hòa Bình,21,02/11/2020,Hồng,115.81,2748,600,2163,1563,--,0,--,--,--,--,Đúng
Hòa Bình,23,02/11/2020,Hồng,115.82,2468,600,2166,1566,--,0,--,--,--,--,Đúng
Hòa Bình,1,03/11/2020,Hồng,115.81,1779,600,2042,1442,--,0,--,--,--,--,Đúng
Hòa Bình,3,03/11/2020,Hồng,115.78,927,600,1755,1155,--,0,--,--,--,--,Đúng
Hòa Bình,5,03/11/2020,Hồng,115.72,157,600,1833,1233,--,0,--,--,--,--,Đúng
Hòa Bình,7,03/11/2020,Hồng,115.66,445,600,2120,1520,--,0,--,--,--,--,Đúng
Hòa Bình,9,03/11/2020,Hồng,115.62,1059,600,2169,1569,--,0,--,--,--,--,Đúng
Hòa Bình,11,03/11/2020,Hồng,115.62,2189,600,2169,1569,--,0,--,--,--,--,Đúng
Hòa Bình,13,03/11/2020,Hồng,115.60,1624,600,2169,1569,--,0,--,--,--,--,Đúng
Hòa Bình,15,03/11/2020,Hồng,115.55,777,600,2170,1570,--,0,--,--,--,--,Đúng
Hòa Bình,17,03/11/2020,Hồng,115.49,495,600,2171,1571,--,0,--,--,--,--,Đúng
Hòa Bình,19,03/11/2020,Hồng,115.46,1344,600,2172,1572,--,0,--,--,--,--,Đúng
Hòa Bình,21,03/11/2020,Hồng,115.46,2192,600,2172,1572,--,0,--,--,--,--,Đúng
Hòa Bình,23,03/11/2020,Hồng,115.45,2192,600,2172,1572,--,0,--,--,--,--,Đúng
Hòa Bình,1,04/11/2020,Hồng,115.43,1138,600,1966,1366,--,0,--,--,--,--,Đúng
Hòa Bình,3,04/11/2020,Hồng,115.40,929,600,1757,1157,--,0,--,--,--,--,Đúng
Hòa Bình,5,04/11/2020,Hồng,115.35,571,600,1964,1364,--,0,--,--,--,--,Đúng
Hòa Bình,7,04/11/2020,Hồng,115.29,491,600,2169,1569,--,0,--,--,--,--,Đúng
Hòa Bình,9,04/11/2020,Hồng,115.29,781,600,2173,1573,--,0,--,--,--,--,Đúng
Hòa Bình,11,04/11/2020,Hồng,115.24,2194,600,2174,1574,--,0,--,--,--,--,Đúng
Hòa Bình,13,04/11/2020,Hồng,115.24,2194,600,2174,1574,--,0,--,--,--,--,Đúng
Hòa Bình,15,04/11/2020,Hồng,115.23,1823,600,2085,1485,--,0,--,--,--,--,Đúng
Hòa Bình,17,04/11/2020,Hồng,115.19,1066,600,2176,1576,--,0,--,--,--,--,Đúng
Hòa Bình,19,04/11/2020,Hồng,115.17,1632,600,2177,1577,--,0,--,--,--,--,Đúng
Hòa Bình,21,04/11/2020,Hồng,115.17,2197,600,2177,1577,--,0,--,--,--,--,Đúng
Hòa Bình,23,04/11/2020,Hồng,115.16,1913,600,2176,1576,--,0,--,--,--,--,Đúng
Hòa Bình,1,05/11/2020,Hồng,115.14,1563,600,2108,1508,--,0,--,--,--,--,Đúng
Hòa Bình,3,05/11/2020,Hồng,115.10,998,600,2109,1509,--,0,--,--,--,--,Đúng
Hòa Bình,5,05/11/2020,Hồng,115.04,502,600,2177,1577,--,0,--,--,--,--,Đúng
Hòa Bình,7,05/11/2020,Hồng,115,1068,600,2178,1578,--,0,--,--,--,--,Đúng
Hòa Bình,9,05/11/2020,Hồng,115,2198,600,2178,1578,--,0,--,--,--,--,Đúng
Hòa Bình,11,05/11/2020,Hồng,115.01,2480,600,2178,1578,--,0,--,--,--,--,Đúng
Hòa Bình,13,05/11/2020,Hồng,115.03,2176,600,1591,991,--,0,--,--,--,--,Đúng
Hòa Bình,15,05/11/2020,Hồng,115.02,1328,600,1591,991,--,0,--,--,--,--,Đúng
Hòa Bình,17,05/11/2020,Hồng,115.01,1916,600,2179,1579,--,0,--,--,--,--,Đúng
Hòa Bình,19,05/11/2020,Hồng,115.03,2583,600,1998,1398,--,0,--,--,--,--,Đúng
Hòa Bình,21,05/11/2020,Hồng,115.06,2842,600,1974,1374,--,0,--,--,--,--,Đúng
Hòa Bình,23,05/11/2020,Hồng,115.06,1938,600,1918,1318,--,0,--,--,--,--,Đúng
Hòa Bình,1,06/11/2020,Hồng,115.07,2003,600,1701,1101,--,0,--,--,--,--,Đúng
Hòa Bình,3,06/11/2020,Hồng,115.06,1438,600,1700,1100,--,0,--,--,--,--,Đúng
Hòa Bình,5,06/11/2020,Hồng,115.02,590,600,1701,1101,--,0,--,--,--,--,Đúng
Hòa Bình,7,06/11/2020,Hồng,114.99,1130,600,1950,1350,--,0,--,--,--,--,Đúng
Hòa Bình,9,06/11/2020,Hồng,114.99,1902,600,1882,1282,--,0,--,--,--,--,Đúng
Hòa Bình,11,06/11/2020,Hồng,115.02,2398,600,1530,930,--,0,--,--,--,--,Đúng
Hòa Bình,13,06/11/2020,Hồng,115.04,2284,600,1700,1100,--,0,--,--,--,--,Đúng
Hòa Bình,15,06/11/2020,Hồng,115.05,2169,600,1866,1266,--,0,--,--,--,--,Đúng
Hòa Bình,17,06/11/2020,Hồng,115.06,2294,600,1992,1392,--,0,--,--,--,--,Đúng
Hòa Bình,19,06/11/2020,Hồng,115.06,2196,600,2176,1576,--,0,--,--,--,--,Đúng
Hòa Bình,21,06/11/2020,Hồng,115.06,2198,600,2178,1578,--,0,--,--,--,--,Đúng
Hòa Bình,23,06/11/2020,Hồng,115.06,2198,600,2178,1578,--,0,--,--,--,--,Đúng
Hòa Bình,1,07/11/2020,Hồng,115.07,2087,600,1785,1185,--,0,--,--,--,--,Đúng
Hòa Bình,3,07/11/2020,Hồng,115.07,1228,600,1208,608,--,0,--,--,--,--,Đúng
Hòa Bình,5,07/11/2020,Hồng,115.04,380,600,1205,605,--,0,--,--,--,--,Đúng
Hòa Bình,7,07/11/2020,Hồng,114.99,380,600,1760,1160,--,0,--,--,--,--,Đúng
Hòa Bình,9,07/11/2020,Hồng,114.96,940,600,1760,1160,--,0,--,--,--,--,Đúng
Hòa Bình,11,07/11/2020,Hồng,114.96,1595,600,1575,975,--,0,--,--,--,--,Đúng
Hòa Bình,13,07/11/2020,Hồng,114.95,1541,600,1801,1201,--,0,--,--,--,--,Đúng
Hòa Bình,15,07/11/2020,Hồng,114.93,1588,600,2129,1529,--,0,--,--,--,--,Đúng
Hòa Bình,17,07/11/2020,Hồng,114.91,1408,600,1948,1348,--,0,--,--,--,--,Đúng
Hòa Bình,19,07/11/2020,Hồng,114.91,1509,600,1489,889,--,0,--,--,--,--,Đúng
Hòa Bình,21,07/11/2020,Hồng,114.92,1573,600,1273,673,--,0,--,--,--,--,Đúng
